entity_name,entity_type
Ali Ahmad Faizullahi,Individual
Nasser Al Sheikh Ali,Individual
Ltd. Zawaya Group For Development And Investment Co.,Entity
Arwa Saleh M Mangoush,Individual
Maung Maung Aye,Individual
Charlie Than,Individual
Zaw Min,Individual
Myanma Oil And Gas Enterprise,Entity
Sky Royal Hero Company Limited,Entity
Kan Zaw,Individual
Suntac Technologies Company Limited,Entity
Suntac International Trading Company Limited,Entity
Swe Swe Aung,Individual
Comite' De Bienfaisance Et De Secours Aux Palestiniens,Entity
S.A De C.V. Comercializadora Villba Stone,Entity
S. De R.L. De C.V. Exportadora Del Campo Ramos Acosta,Entity
S.A. De C.V. Morgan Golden Mining,Entity
Jesus Francisco Camacho Porchas,Individual
S. De R.L. De C.V. Conceptos Gastronomicos De Sonora,Entity
Alvaro Ramos Acosta,Individual
Ramiro Martin Romero Wirichaga,Individual
Juan Carlos Morgan Huerta,Individual
Jose Arnoldo Morgan Huerta,Individual
Jose Luis Morgan Huerta,Individual
Martin Morgan Huerta,Individual
Miguel Angel Morgan Huerta,Individual
Sergio Isaias Hernandez Mazon,Individual
Cristian Julian Meneses Ospina,Individual
Oscar Enrique Moreno Orozco,Individual
Oscar Murillo Morgan,Individual
David Alonso Chavarin Preciado,Individual
Mahmoud Khaled Zahhar,Individual
Ma'Ad Ibrahim Muhammad Rashid Al-Atili,Individual
Reda Ali Khamis,Individual
Nabil Chouman & Co,Entity
Nabil Khaled Halil Chouman,Individual
Khaled Chouman,Individual
Akram Al-Ajouri,Individual
Muhjat Alquds Foundation,Entity
Nasser Abu Sharif,Individual
Jamil Yusuf Ahmad 'Aliyan,Individual
Gilbert Hernan De Los Angeles Bell Fernandez,Individual
Petar Djokic,Individual
Sistina Lajf Kear Sentar Skopje Dooel,Entity
Advertising Bet City International D.O.O. Skopje,Entity
Orka Fajnans Skopje Dooel,Entity
Kamchev Konsalting Skopje Dooel,Entity
Orka Holding Ad,Entity
Sergey Samsonenko,Individual
Ratka Kunoska Kamceva,Individual
Miodrag Davidovic,Individual
Branislav Micunovic,Individual
Dusko Perovic,Individual
Irina Samsonenko,Individual
Mojtaba Jahandust,Individual
Habib Hasan Mughamis Darraji,Individual
Imad Naji Al-Bahadli,Individual
Ja'Far Al-Husayni,Individual
Khalid Kadhim Jasim Alskeni,Individual
Basim Mohammad Hasab Al-Majidi,Individual
Kata'Ib Sayyid Al-Shuhada,Entity
Hashim Finyan Rahim Al-Saraji,Individual
Tetis Global Fze,Entity
A Three Energy Fze,Entity
Pishro Tejarat Sana Company,Entity
Mehboob Thachankandy Palikandy,Individual
Zabi Vahap,Individual
Royal Shell Goods Wholesalers L.L.C,Entity
Majid A'Zami,Individual
Limited Puyuan Trade Co.,Entity
Transmart Dmcc,Entity
Mse Overseas Pte. Ltd.,Entity
Elyas Niroomand Toomaj,Individual
Unique Performance General Trading L.L.C,Entity
Sealink Overseas Pte. Ltd.,Entity
Adelina Kuliyeva,Individual
Sepehr Energy Jahan Nama Pars Company,Entity
Solise Energy Fze,Entity
Sinbad,Entity
Hk Sihang Haochen Trading Limited,Entity
Future Energy Trading L.L.C,Entity
Jep Petrochemical Trading L.L.C,Entity
Seyyed Abdoljavad Alavi,Individual
Opg Global General Trading Co. L.L.C,Entity
Gabriela Del Villar Contreras,Individual
Manuel Alejandro Foubert Cadena,Individual
Teresa De Jesus Alvarado Rubio,Individual
Julio Cesar Montero Pinzon,Individual
S.A. De C.V. Crowlands,Entity
S.A. De C.V. Banlu Comercializadora,Entity
S.A. De C.V. Skairu,Entity
S.A. De C.V. Mega Comercial Ferrelectrica,Entity
S.A. De C.V. Grupo Empresarial Epta,Entity
S.A. De C.V. Comercializadora De Servicios Turisticos De Vallarta,Entity
S.A. De C.V. Assis Realty And Vacation Club,Entity
S.A. De C.V. Real Estates & Holiday Cities,Entity
S.A. De C.V. International Realty & Maintenance,Entity
S.A. De C.V. Condos & Vacations Buildings Sale & Maintenance,Entity
S.A. De C.V. Axis Sale & Maintenance Buildings,Entity
S.A.P.I. De C.V. Terra Minas E Inversiones Del Pacifico,Entity
Un Hyok Choe,Individual
Myong So,Individual
Myong Chol Jang,Individual
Song Sun Im,Individual
Song Chol Choe,Individual
Kimsuky,Entity
Kyong Il Kang,Individual
Sung Il Ri,Individual
Phyong Guk Kang,Individual
Luis Miguel Martinez Morales,Individual
Meroe Gold Co. Ltd.,Entity
Taha Osman Ahmed Al-Hussein,Individual
Salah Abdallah Mohamed Salah,Individual
Mohamed Atta Emoula Abbas,Individual
Planar Research And Production Holdings For Precision Engineering,Entity
Open Joint Stock Company Amkodor Management Holding Company,Entity
Pavel Georgievich Topuzidis,Individual
Viktor Evgenievich Petrovich,Individual
Tabak Invest Llc,Entity
Republican Unitary Enterprise Beltamozhservice,Entity
Vadim Aleksandrovich Babarikin,Individual
Open Joint Stock Company Alevkurp,Entity
Ojsc Horizont Holding Management Company,Entity
Belarusian Production And Trade Concern Of Timber Woodworking And Pulp And Paper Industry,Entity
Aliaksandr Vasilevich Shakutsin,Individual
Jsc Minsk Mechanical Plant Named After S.I. Vavilov Management Company Of Belomo Holding,Entity
Jsc Zenit Belomo,Entity
Scientific Technical Center Lemt Belomo,Entity
Alexander Ivanovich Moroz,Individual
Alexei Petrovich Shkadarevich,Individual
Nikolai Nikolaevich Gaichuk,Individual
Republican Production And Trade Unitary Enterprise Management Company Of The Holding Belarusian Cement Company,Entity
Ulises Franco Figueroa,Individual
S.A. De C.V. Editorial Mercado Ecuestre,Entity
S.A. De C.V. Difaculsa,Entity
Juvenal Leon Rodriguez,Individual
Ricardo Estevez Colmenares,Individual
Pedro Inzunza Noriega,Individual
Oscar Manuel Gastelum Iribe,Individual
Oscar Pulido Diaz,Individual
Servando Lopez Lopez,Individual
Jose Gil Caro Quintero,Individual
Juan Pablo Bastidas Erenas,Individual
Francisco Abraham Flores Ortiz,Individual
Amberto Beltran Araujo,Individual
Mario German Beltran Araujo,Individual
Oscar Aleman Meza,Individual
Jesus Jose Gil Caro Monge,Individual
Bilal Hudroj,Individual
Ooo Russtroi-Sk,Entity
Deniz Capital Maritime Inc,Entity
Hodroj Exchange S.A.R.L,Entity
Vanessa Imex Group Ithalat Ihracat Ve Dis Ticaret Limited Sirketi,Entity
Deniz Capital Llp,Entity
Davos Exchange And Remittances Company Khaled Al Athari And Partner General Partnership,Entity
Khaled Yahya Rageh Alodhari,Individual
Andrey Stanislavovich Korinets,Individual
Pirlant Istanbul Kuyumculuk Ticaret Limited Sirketi,Entity
Abu Sumbol General Trading L.L.C,Entity
Fadi Deniz,Individual
Vanessa Group Limited,Entity
Ahmet Duri,Individual
Renel Destina,Individual
Johnson Andre,Individual
Majid Dastjani Farahani,Individual
Qi Gao,Individual
Jefferson Koijee,Individual
Mohamed Ali Nkalubo,Individual
Lianhe Hu,Individual
Ahmed Mahamud Hassan Aliyani,Individual
Khalid Hanafi,Individual
Johnson Byabashaija,Individual
Mohammad Mahdi Khanpour Ardestani,Individual
Gatluak Nyang Hoth,Individual
Fariduddin Mahmood,Individual
Wilson Joseph,Individual
William Amuri Yakutumba,Individual
Jean-Francis Bozize,Individual
Vitel'Homme Innocent,Individual
Michel Rukunda,Individual
Gordon Koang Biel,Individual
Joseph Mantiel Wajang,Individual
Willy Ngoma,Individual
Mahamat Salleh Adoum Kette,Individual
Rg Group Fze,Entity
Alphaone Pharmaceutical B.V.,Entity
Ajmal Rahmani,Individual
Rg Holdings Ltd,Entity
Pyramaxia Real Estate Gmbh & Co. Kg,Entity
Pyramaxia Real Estate Development Gmbh & Co. Kg,Entity
Secure Movement Logistics Services,Entity
Pyramaxia Limited,Entity
Pyramaxia Immoprojekt Gmbh & Co. Kg,Entity
Mir Rahman Rahmani,Individual
Ozean Development Real Estate Gmbh & Co. Kg,Entity
Ozean Immobilien Projektentwicklung Gmbh & Co. Kg,Entity
Ozean Group Gmbh,Entity
Fidelis Logistic And Supply Services,Entity
Ozean Immobilien Projektentwicklung Verwaltungs- Gmbh,Entity
Ozean Real Estate Gmbh & Co. Kg,Entity
Ozean Immobilien Management Gmbh & Co. Kg,Entity
Orbit International Fze,Entity
Ozean Baustoffe Gmbh & Co. Kg,Entity
Nai Logistics B.V.,Entity
Zem Holdings Ltd,Entity
Nai Logistics Limited,Entity
Ascent Holdings Limited,Entity
Nai Energy Europe Verwaltungs Gmbh,Entity
The Fern Limited,Entity
Buoyant Holdings Limited,Entity
Rg Real Estate Gmbh & Co. Kg,Entity
Nai Europe Energy Gmbh & Co. Kg,Entity
Rg Real Estate Development Gmbh & Co. Kg,Entity
Nai Management Gmbh,Entity
Ocean Estate Company Limited,Entity
Rg Immoprojekt Gmbh & Co. Kg,Entity
Nai Energy Europe Gmbh & Co. Kg,Entity
Ozean Horizont Spezialtiefbau Gmbh & Co. Kg,Entity
Ocean Properties Gmbh,Entity
Ozean Horizont Projektentwicklungs Gmbh & Co. Kg,Entity
Ocean Europe Cy Limited,Entity
Ozean Horizont Baumaschinen & Bauequipment Gmbh & Co. Kg,Entity
Ozean Horizont Objektplanung Gmbh & Co. Kg,Entity
D.C.H. Dream Creators Holdings Ltd,Entity
Ozean Horizont Erdarbeiten Gmbh & Co. Kg,Entity
Riseonic Holdings Ltd,Entity
Ozean Horizont Bauwerke Gmbh,Entity
Ocean Estate Gmbh,Entity
Lego Investments Eood,Entity
Rahmani Group International Jlt,Entity
Mehmet Kaya,Individual
Maher Rebhi Obeid,Individual
Haroun Mansour Yaqoub Nasser Al-Din,Individual
Ali Abed Al Rahman Baraka,Individual
Jihad Muhammad Shaker Yaghmour,Individual
Nizar Mohammed Awadallah,Individual
Ismail Musa Ahmad Barhum,Individual
Hassan Al-Wardian,Individual
Joel Alexandro Salazar Ballesteros,Individual
Malas Manas,Entity
Majid Zaree,Individual
Luis Eduardo Roman Flores,Individual
Basamad Electronic Pouya Engineering Limited Liability Company,Entity
Arta Wave Sdn Bhd,Entity
Nava Hobbies Sdn Bhd,Entity
Teyf Tadbir Arya Engineering Company,Entity
Integrated Scientific Microwave Technology Sdn Bhd,Entity
Hossein Hatefi Ardakani,Individual
Dirac Technology Hk Limited,Entity
Skyline Advanced Tecnologies Sdn Bhd,Entity
Saman Industrial Group,Entity
Agung Surya Dewanto,Individual
Kavan Electronics Behrad Limited Liability Company,Entity
Mehdi Dehghani Mohammadabadi,Individual
Gholamreza Ebrahimzadeh Ardakani,Individual
Surabaya Hobby Cv,Entity
Al Aman Kargo Ithalat Ihracat Ve Nakliyat Limited Sirketi,Entity
Nabil Ali Ahmed Al-Hadha,Individual
Nabco Money Exchange And Remittance Co.,Entity
Al Rawda Exchange And Money Transfers Company,Entity
Chatex,Entity
Global Tech Marine Services Inc,Entity
Alberto Pimentel Mata,Individual
Cielo Maritime Ltd,Entity
Hossein Moanes Al-'Ibudi,Individual
Riyadh Ali Hussein Al-Azzawi,Individual
Awqad Muhsin Faraj Al-Hamidawi,Individual
Al-Massal Land Travel And Tourism Company,Entity
Fly Baghdad Airlines Company,Entity
Al-Markaziya Li-Siarafa,Entity
Arab China Trading Company,Entity
Alaa Shamlakh,Individual
Imad Younes Shamlakh,Individual
Herzallah Exchange And General Trading Company Llc,Entity
Ahmed Shamlakh,Individual
Samir 'Abd Al-Mu'In 'Abd Hirzallah,Individual
Thair Abd Al Raziq Shukri Hirzallah,Individual
Muhammad Fallah Kamil Hirzallah,Individual
Na'Im Kamil Raghib Hirzallah,Individual
Salah Kamil Raghib Hirzallah,Individual
Basheer Abdulkadhim Alwan Al-Shabbani,Individual
Samir Herzallah And Brothers For Money Exchange And Remittances,Entity
Aleksandr Ermakov,Individual
Zuhair Shamlakh,Individual
Muhammad Ali Al-Qadiri,Individual
Muhammad Ahmad Al-Talibi,Individual
Mohamed Al-Atifi,Individual
Muhammad Fadl Abd Al-Nabi,Individual
Muhammad Reza Naserzadeh,Individual
Ali Esfanjani,Individual
Hamad Al-Moussawi,Individual
Adam Richard Pearson,Individual
Damion Patrick John Ryan,Individual
Abdulvahap Kocak,Individual
Reza Hamidiravari,Individual
Ali Kocak,Individual
Nihat Abdul Kadir Asan,Individual
Naji Ibrahim Sharifi-Zindashti,Individual
Shahram Ali Reza Tamarzadeh Zavieh Jakki,Individual
Ekrem Abdulkerym Oztunc,Individual
Faruk Guzel,Individual
Mu'Min Al-Mawji Mahmud Salim,Individual
Sarah Jamal Muhammad Al-Sayyid,Individual
Win Paing Kyaw,Individual
Theint Win Htet,Individual
Tin Latt Min,Individual
Alkhaleej Bank Co Ltd,Entity
Thein Win Zaw,Individual
Shwe Byain Phyu Group Of Companies,Entity
Yara S.A.L. Offshore Company,Entity
Mira Ihracat Ithalat Petrol Urunleri Sanayi Ticaret Limited Sirketi,Entity
Hydro Company For Drilling Equipment Rental,Entity
Myanma Five Star Line Company Limited,Entity
Zadna International Co For Investment Ltd,Entity
Al-Fakher Advanced Works Co. Ltd.,Entity
Ibrahim Talal Al-'Uwayr,Individual
Iranian Islamic Revolutionary Guard Corps Cyber-Electronic Command,Entity
Milad Mansuri,Individual
Hamid Homayunfal,Individual
Reza Mohammad Amin Saberian,Individual
Hamid Reza Lashgarian,Individual
Mahdi Lashgarian,Individual
Narin Sepehr Mobin Isatis,Entity
Duling Technology Hk Limited,Entity
Limited Fy International Trading Co.,Entity
Limited Advantage Trading Co.,Entity
China Oil And Petroleum Company Limited,Entity
Mohammad Bagher Shirinkar,Individual
Net Peygard Samavat Company,Entity
Ltd. Hanhong Pharmaceutical Technology Co.,Entity
Josue De Jesus Estrada Gutierrez,Individual
Los Choneros,Entity
Jose Adolfo Macias Villamar,Individual
Freedom Star General Trading Co. L.L.C.,Entity
Informatics Services Corporation,Entity
Ted Teknoloji Gelistirme Hizmetleri Sanayi Ticaret Anonim Sirketi,Entity
Mohammad Reza Khademi,Individual
Pouria Mirdamadi,Individual
Advance Banking Solution Trading Dmcc,Entity
Seyed Abotaleb Najafi,Individual
Ansarallah,Entity
Artur Ravilevich Sungatov,Individual
Ivan Gennadievich Kondratiev,Individual
Generation Trading Fze,Entity
Iridescent Co Ltd,Entity
Limited Cap Tees Shipping Co.,Entity
Mohammad Reza Falahzadeh,Individual
Ibrahim Al-Nashiri,Individual
Kohana Company Limited,Entity
Los Pochos Drug Trafficking Organization,Entity
Isel Aneli Suniga Morfin,Individual
Juan Jose Morales Cifuentes,Individual
Importadora Jireh,Entity
Erick Manuel Ochoa Villagran,Individual
Sociedad Anonima Wiv,Entity
Condado Real,Entity
Construhogar,Entity
Obey Chimuka,Individual
Yinon Levi,Individual
David Chai Chasdai,Individual
Sandra Mpunga,Individual
Fossil Agro,Entity
Einan Tanjil,Individual
Emmerson Dambudzo Mnangagwa,Individual
Fossil Contracting,Entity
Constantino Guveya Chiwenga,Individual
Shalom Zicherman,Individual
Sakunda Holdings,Entity
Auxillia Mnangagwa,Individual
Tandabantu Godwin Matanga,Individual
Oppah Charm Zvipange Muchinguri,Individual
Asher Walter Tapfumaneyi,Individual
Kudakwashe Regimond Tagwirei,Individual
Stephen Mutamba,Individual
Owen Ncube,Individual
Cytrox Holdings Zartkoruen Mukodo Reszvenytarsasag,Entity
Cytrox Ad,Entity
Intellexa Limited,Entity
Thalestris Limited,Entity
Sara Aleksandra Fayssal Hamou,Individual
Tal Jonathan Dilian,Individual
Intellexa S.A.,Entity
Reneez Shipping Limited,Entity
Hongkong Unitop Group Ltd,Entity
Abdikarin Farah Mohamed,Individual
Crown Bus Services Limited,Entity
Hassan Abdirahman Mahamed,Individual
Qemat Al Najah General Trading L.L.C,Entity
Mohammed Artan Robel,Individual
Haleel Commodities Limited,Entity
Haleel Commodities Ltd,Entity
Haleel Commodities L.L.C.,Entity
Mohamed Jumale Ali Awale,Individual
Faysal Yusuf Dini,Individual
Farhan Hussein Haydar,Individual
Omar Sheikh Ali Hilowle,Individual
Haleel Finance Ltd,Entity
Haleel Holdings Ltd,Entity
Haleel Ltd,Entity
Abdulkadir Omar Abdullahi,Individual
Ali Abdulnabi Ahmed Ebrahim M Alshofa,Individual
Hussein Ahmad 'Abdallah Ahmad Hussein Al-Dammami,Individual
Isa Saleh Isa Mohamed Salman,Individual
Hasan Ahmed Radhi Husain Sarhan,Individual
Qassim Abdullah Ali Ahmed,Individual
Jelena Pajic Bastinac,Individual
Branislav Okuka,Individual
Srebrenka Golic,Individual
Aero Express Intercontinental S.A. De C.V.,Entity
Zvis Farm,Entity
Guoying Wang,Individual
Teo Boon Ching,Individual
Diego Macedo Goncalves Do Carmo,Individual
Moshe Sharvit,Individual
Moshes Farm,Entity
Zvi Bar Yosef,Individual
Neriya Ben Pazi,Individual
Vishnu Inc.,Entity
Gokler Dis Ticaret Limited Sirketi,Entity
Klas Kimyasal Urunler Ticaret Limited Sirketi,Entity
Mazaya Alardh Aldhabia Llc,Entity
Mazixon Verwaltungs Gmbh,Entity
Tit Uluslararasi Nakliyat Deri Tekstil Gida Sanayi Ve Ticaret Limited Sirketi,Entity
Mazixon Gmbh And Co Kg,Entity
Mahmut Gok,Individual
Mitra Inanlu,Individual
Mahmut Gok Skies Petroleum Dis Ticaret,Entity
Alborz Organic Material Engineering Company,Entity
Dm Gold Kiymetli Madenler Anonim Sirketi,Entity
Rostam Shahmari Ghojeh Biklo,Individual
Maziar Karimi,Individual
Pishro Mobtaker Peyvand,Entity
Hidayet Kanoglu,Individual
Wendy Carolina Morales Urbina,Individual
Victor Lizarraga Martinez,Individual
Jesus Norberto Larranaga Herrera,Individual
Total Look,Entity
Royal Room Dress,Entity
Dulce Volcan,Entity
Bufaluss,Entity
Jesus Tirado Andrade,Individual
Karla Gabriela Lizarraga Sanchez,Individual
Alan Gabriel Nunez Herrera,Individual
Porthos Marin Gonzalez,Individual
Smart Depot,Entity
Arturo D'Artagnan Marin Gonzalez,Individual
Adilene Mayre Robledo Arredondo,Individual
Celulandia Taller & Store Slrc,Entity
Ivan Yareth Robledo Arredondo,Individual
Edy Vergara Meza,Individual
Rolando Verduzco Castro,Individual
Jorge Alejandro Garcia Velazco,Individual
Alexis Vergara Meza,Individual
Jesus Manuel Leon Valdez,Individual
Mayra Gisel Gonzalez Cordero,Individual
Limited Wuhan Xiaoruizhi Science And Technology Company,Entity
Gaobin Ni,Individual
Guangzong Zhao,Individual
Grains Middle East Trading Dwc-Llc,Entity
Limited Liability Company Stg Logistic,Entity
Melody Shipmanagement Pvt Ltd,Entity
Yafi David,Individual
Mass Com Group General Trading And Contracting Company Wll,Entity
Quoc Viet Marine Transport Jsc,Entity
Maya Exchange Company,Entity
Muhammad 'Ali Al-Minala,Individual
Knh Shipping Private Limited,Entity
Hassaleh International Company,Entity
Aleksey Makarov,Individual
Mahmoud Abdulilah Al-Dj,Individual
Al-Ta'Ir Company,Entity
Freebird Travel And Tourism,Entity
Taher Al-Kayali,Individual
Neptunus Llc,Entity
Tawfiq Muhammad Sa'Id Al-Law,Individual
Orchidia Regional For General Trading And Contracting Company,Entity
Gaza Now,Entity
Mustafa Ayash,Individual
Aozma Sultana,Individual
Al-Qureshi Executives,Entity
Aakhirah Limited,Entity
In Chun O,Individual
Chol Man Han,Individual
Song Ho Jong,Individual
Pioneer Bencont Star Real Estate,Entity
Limited Liability Company Alis,Entity
Pu Ung Yu,Individual
Tong Hyok Ri,Individual
Yun Gun Jon,Individual
Oceanlink Maritime Dmcc,Entity
Ruslan Aleksandrovich Peretyatko,Individual
Hudhayfa Samir 'Abdallah Al-Kahlut,Individual
William Abu Shanab,Individual
Khalil Muhammad 'Azzam,Individual
Bara'A Hasan Farhat,Individual
Siarhei Charheika,Individual
Phoenix Lines S.R.O.,Entity
Llc Innotech Solutions,Entity
Joint Stock Company Communication Equipment,Entity
Jsc Agat-System,Entity
Dzmitry Mikhaltsou,Individual
S. Group Airlines Ltd,Entity
Rayya Danismanlik Hizmetleri Limited Sirketi,Entity
Limited Shenzhen 5G High-Tech Innovation Co.,Entity
Open Joint Stock Company Stankogomel,Entity
Oleg Yurchik,Individual
Aliaksandra Aksianchuk,Individual
Dmitry Braim,Individual
Jsc Niievm,Entity
Ojsc Agat-Control System-Managing Company Of Geoinformation Control Systems Holding,Entity
Samer Rayya,Individual
Black Shield Company For General Trading Llc,Entity
Nora Yagmur,Individual
Centuronic Ltd,Entity
Alhaitham Al Ali,Individual
Mohamad Majd Deiry,Individual
Tatyana Protopovich,Individual
Iran Docharkh Co.,Entity
Iran Chassis Manufacturing Co.,Entity
Mohammad Sadegh Abutalebi,Individual
Mohammad Sadegh Fatehi,Individual
Ali Asghar Abutalebi,Individual
Bahman Diesel Co.,Entity
Ali Habibi Najafi,Individual
Hamid Hajji Ebrahimi Forushani,Individual
Abbas Sartaji,Individual
Kara Industrial Trading Gmbh,Entity
Hadi Jamshidi Zavaraki,Individual
Psi Dmcc,Entity
Ali Reza Nurian Ramsheh,Individual
Ali Asghar Al-Taf,Individual
Hsf Dis Ticaret Limited Sirketi,Entity
Mohsen Sayyadi Turanlu,Individual
Mehdi Ghaffari Naghneh,Individual
Bahman Group,Entity
Good Run Limited,Entity
Reza Nahar Dani,Individual
Fateh Aseman Sharif Company,Entity
Majid Dehghan,Individual
Esma'Il Azizkhani,Individual
Hasan Arambunezhad,Individual
Magellanic Phoenix Marine And Trading Limited,Entity
Abolfazl Ramazanzadeh Moshkani,Individual
Aseman Pishraneh Co. Ltd,Entity
Minsk Wheel Tractor Plant,Entity
Ben-Zion Gopstein,Individual
Xi’An Longde Technology Development Company Limited,Entity
Granpect Co. Ltd.,Entity
Tianjin Creative Source International Trade Co Ltd,Entity
Mount Hebron Fund,Entity
Shlom Asiraich,Entity
Iyad Ag Ghali,Individual
Hamama Ould Khouier,Individual
Talha Al-Libi,Individual
Messaoud Belhireche,Individual
Hussein Ould Hammada,Individual
Mehrsam Andisheh Saz Nik,Entity
Jafar Dicko,Individual
Reza Kazemifar Rahman,Individual
Dadeh Afzar Arman,Entity
Hosein Mohammad Haruni,Individual
Alireza Shafie Nasab,Individual
Salem Ould Breihmatt,Individual
Sidan Ag Hitta,Individual
Amadou Kouffa,Individual
Komeil Baradaran Salmani,Individual
Pouya Air,Entity
Baran Sazan Caspian Anzali Free Zone Company,Entity
Mohammad Ali Moradipour,Individual
Hamid Eidi Ashjerdi,Individual
Zahra Abdi Asjerd,Individual
Pishro Sanat Aseman Sharif Private Company,Entity
Sanaye Motorsazi Alvand Private Company,Entity
Seyed Mohsen Vahabzadeh Moghadam,Individual
Abbas Abdi Asjerd,Individual
Bonyan Danesh Shargh Private Company,Entity
Asia Marine Crown Agency,Entity
Zen Shipping & Port India Private Limited,Entity
Sea Art Ship Management Opc Private Limited,Entity
Saone Shipping Corporation,Entity
Onden General Trading Fze,Entity
Arsang Safe Trading Co.,Entity
Coral Trading Est,Entity
Trans Gulf Agency Llc,Entity
Safe Seas Ship Management Fze,Entity
Andriyah Samir Mushantaf,Individual
Firas Hasan Moukalled,Individual
Bashir Ibrahim Mansur,Individual
Mazen Hassan Al-Zein,Individual
Teleport Company Sal,Entity
Adnan Mahmoud Youssef,Individual
The Crystal Group,Entity
Dmitry Yuryevich Khoroshev,Individual
Osman Mohamed Hamid Mohamed,Individual
Ali Yagoub Gibril,Individual
Training Center Of The Russian Ministry Of Internal Affairs In Managua,Entity
Sociedad Anonima Compania Minera Internacional,Entity
Sociedad Anonima Capital Mining Investment Nicaragua,Entity
Rafael Anatolyevich Gazaryan,Individual
Aleksey Budnev,Individual
Rafort Limited Liability Company,Entity
Ooo Tekhnologiya,Entity
Yunhe Wang,Individual
Jingping Liu,Individual
Yanni Zheng,Individual
Spicy Code Company Limited,Entity
Tulip Biz Pattaya Group Company Limited,Entity
Lily Suites Company Limited,Entity
Nikita Gennadievitch Kovalevskij,Individual
Mersad Mohajer Co Llc,Entity
Kish Mechatronics Co,Entity
Fanavarihaye Hava Pishran Sazeh Sepehr Co Llc,Entity
Rayan Fan Kav Andish Co,Entity
Afshin Khajeh Fard,Individual
Los Lobos Drug Trafficking Organization,Entity
Lions' Den,Entity
Al Zumoroud And Al Yaqoot Gold And Jewellers Trading L.L.C.,Entity
Wilmer Geovanny Chavarria Barre,Individual
Capital Tap Holding L.L.C.,Entity
Capital Tap Management And Consultancies L.L.C.,Entity
Horizon Advanced Solutions General Trading - Sole Proprietorship L.L.C.,Entity
Capital Tap General Trading L.L.C.,Entity
Al Jil Alqadem General Trading L.L.C.,Entity
Creative Python L.L.C.,Entity
Louis Marine Shipholding Enterprises S.A.,Entity
Sandeep Singh Choudhary,Individual
Lainey Shipping Limited,Entity
'Abdallah Najib Ahmad Al-Jamal,Individual
Rayyan Shipping (OPC) Private Limited,Entity
Vivek Ashok Pandey,Individual
John Britto Aruldhas,Individual
Shark International Shipping L.L.C,Entity
Nazar Mohamed,Individual
Team Mohamed'S Racing Team,Entity
Azruddin Intiaz Mohamed,Individual
Mae Toussaint Thomas,Individual
Mohamed'S Enterprise,Entity
Hadi'S World Incorporated,Entity
Prometheus Limited Trade Development,Entity
Unimatik Msk,Entity
Obshchestvo S Ogranichennoi Otvetstvennostyu Periton Inzhiniring,Entity
Icl Techno Limited Liability Company,Entity
Oao Krasnoarmeyskiy Mekhanicheskiy Zavod,Entity
Innodrive Limited Liability Company,Entity
Obshchestvo S Ogranichennoi Otvetstvennostyu Inzhiniringovye Resheniya,Entity
Llc Security Code,Entity
Raketa Lubrikants,Entity
Oleokam,Entity
Limited Liability Company Npf Kaviant,Entity
Holv Lubricants Rus Llc,Entity
Gremlos,Entity
Dzheneral Lubrikants,Entity
Suprim Lubrikants,Entity
Statanly Limited Liability Company,Entity
Boldrex,Entity
Llc Optimus Drive,Entity
Limited Liability Company Milling Machines,Entity
Datana,Entity
Vende Group Llc,Entity
Bee Pitron Limited,Entity
Joint Stock Company Stankomashkompleks,Entity
Limited Liability Company Resurs,Entity
Nauchno Proizvodstvennaya Firma Krug,Entity
Llc Sonis,Entity
Kvalitet,Entity
K Soft Inzhiniring Llc,Entity
Obshchestvo S Ogranichennoi Otvetstvennostyu Valma,Entity
Limited Liability Company Gulfwind,Entity
Obshchestvo S Ogranichennoi Otvetstvennostyu Tekhnokratiya,Entity
Limited Liability Company Production Association Insistence,Entity
Limited Liability Company Smarts Quanttelecom,Entity
Limited Liability Company Avantage Engineering,Entity
Joint Stock Company Research And Production Association Russian Basic Information Technologies,Entity
Obshchestvo S Ogranichennoi Otvetstvennostyu Viktoriya,Entity
Limited Liability Company Inkor,Entity
Red Soft,Entity
Limited Liability Company Platan Energo,Entity
Gts Grupp,Entity
Top 3D Group,Entity
Ltd. Wuhan Global Sensor Technology Co.,Entity
Limited Liability Company Velikoluksky Battery Plant Impuls,Entity
Closed Joint Stock Company Erasib,Entity
Limited Liability Company Tubor,Entity
National Clearing Center,Entity
Albatros Ooo,Entity
Joint Stock Company Special Economic Zone Of Industrial Production Alabuga,Entity
Maksim Yuryevich Ermakov,Individual
Non-Bank Credit Institution Joint Stock Company National Settlement Depository,Entity
Ltd Jiangxi Liansheng Technology Co.,Entity
Jsc 558 Aircraft Repair Plant,Entity
Artem Nikolaevich Stepanov,Individual
Ooo Gazprom Invest,Entity
Otkrytoe Aktsionernoe Obshchestvo Novo-Vyatka,Entity
Vtb Capital Holdings Closed Joint Stock Company,Entity
Public Joint Stock Company Sberbank Of Russia,Entity
State Corporation Bank For Development And Foreign Economic Affairs Vnesheconombank,Entity
Vtb Bank Public Joint Stock Company,Entity
Joint Stock Company Scientific And Production Corporation Uralvagonzavod Named After F E Dzerzhinsky,Entity
Federal State Unitary Enterprise State Research And Production Enterprise Bazalt,Entity
Limited Liability Company Research And Production Company Makrooptika,Entity
Promsvyazbank Public Joint Stock Company,Entity
Aleksandr Valeryevich Potapov,Individual
Joint Stock Company Ferropribor,Entity
